,delta,Tau,Method,WCSS/TSS
6349,14,0.1,Randomized,0.03873313017022391
6350,14,0.0,Naive,0.021850150029728527
6351,14,0.1,Randomized,0.021850150029728527
6352,14,0.0,Naive,0.041402202476686197
6353,14,0.1,Randomized,0.041402202476686197
6354,14,0.0,Naive,0.0349982827296539
6355,14,0.1,Randomized,0.0349982827296539
6356,14,0.0,Naive,0.03447401906604457
6357,14,0.1,Randomized,0.03447401906604457
6358,14,0.0,Naive,0.04447756124239935
6359,14,0.1,Randomized,0.04447756124239935
6360,14,0.0,Naive,0.03920848142831732
6361,14,0.1,Randomized,0.03920848142831732
6362,14,0.0,Naive,0.03116053674990076
6363,14,0.1,Randomized,0.03116053674990076
6364,14,0.0,Naive,0.05149673691624529
6365,14,0.1,Randomized,0.05149673691624529
6366,14,0.0,Naive,0.026124716940756926
6367,14,0.1,Randomized,0.026124716940756926
6368,14,0.0,Naive,0.043460446539074875
6369,14,0.1,Randomized,0.043460446539074875
6370,14,0.0,Naive,0.037168510490223926
6371,14,0.1,Randomized,0.037168510490223926
6372,14,0.0,Naive,0.03800917751626456
6373,14,0.1,Randomized,0.03800917751626456
6374,14,0.0,Naive,0.03350636087663535
6375,14,0.1,Randomized,0.03350636087663535
6376,14,0.0,Naive,0.03725351115821293
6377,14,0.1,Randomized,0.03725351115821293
6378,14,0.0,Naive,0.028759719298881846
6379,14,0.1,Randomized,0.028759719298881846
6380,14,0.0,Naive,0.04362058607307719
6381,14,0.1,Randomized,0.04362058607307719
6382,14,0.0,Naive,0.026342362243106005
6383,14,0.1,Randomized,0.026342362243106005
6384,14,0.0,Naive,0.033529632502636374
6385,14,0.1,Randomized,0.033529632502636374
6386,14,0.0,Naive,0.03694120518853267
6387,14,0.1,Randomized,0.03694120518853267
6388,14,0.0,Naive,0.05180824173336499
6389,14,0.1,Randomized,0.05180824173336499
6390,14,0.0,Naive,0.04558576040843293
6391,14,0.1,Randomized,0.04558576040843293
6392,14,0.0,Naive,0.03232016091462544
6393,14,0.1,Randomized,0.03232016091462544
6394,14,0.0,Naive,0.03328396449528891
6395,14,0.1,Randomized,0.03328396449528891
6396,14,0.0,Naive,0.044068179255997354
6397,14,0.1,Randomized,0.044068179255997354
6398,14,0.0,Naive,0.03531329952035142
6399,14,0.1,Randomized,0.03531329952035142
6400,14,0.0,Naive,0.0388263864027861
6401,14,0.1,Randomized,0.0388263864027861
6402,14,0.0,Naive,0.03146603353409452
6403,14,0.1,Randomized,0.03146603353409452
6404,14,0.0,Naive,0.03952820871877156
6405,14,0.1,Randomized,0.03952820871877156
6406,14,0.0,Naive,0.04332277225822149
6407,14,0.1,Randomized,0.04332277225822149
6408,14,0.0,Naive,0.038002892810672456
6409,14,0.1,Randomized,0.038002892810672456
6410,14,0.0,Naive,0.023504112430975357
6411,14,0.1,Randomized,0.023504112430975357
6412,14,0.0,Naive,0.046282364890224324
6413,14,0.1,Randomized,0.046282364890224324
6414,14,0.0,Naive,0.03480941326051858
6415,14,0.1,Randomized,0.03480941326051858
6416,14,0.0,Naive,0.040410777671274094
6417,14,0.1,Randomized,0.040410777671274094
6418,14,0.0,Naive,0.03675907246069037
6419,14,0.1,Randomized,0.03675907246069037
6420,14,0.0,Naive,0.030841802078103584
6421,14,0.1,Randomized,0.030841802078103584
6422,14,0.0,Naive,0.053330248525244976
6423,14,0.1,Randomized,0.053330248525244976
6424,14,0.0,Naive,0.03523644690129343
6425,14,0.1,Randomized,0.03523644690129343
6426,14,0.0,Naive,0.03112772453490159
6427,14,0.1,Randomized,0.03112772453490159
6428,14,0.0,Naive,0.03641448515542999
6429,14,0.1,Randomized,0.03641448515542999
6430,14,0.0,Naive,0.019502955944016496
6431,14,0.1,Randomized,0.019502955944016496
6432,14,0.0,Naive,0.04536953885534988
6433,14,0.1,Randomized,0.04536953885534988
6434,14,0.0,Naive,0.046603619948916056
6435,14,0.1,Randomized,0.046603619948916056
6436,14,0.0,Naive,0.040179759424831624
6437,14,0.1,Randomized,0.040179759424831624
6438,14,0.0,Naive,0.021269450804927387
6439,14,0.1,Randomized,0.021269450804927387
6440,14,0.0,Naive,0.035045507140472415
6441,14,0.1,Randomized,0.035045507140472415
6442,14,0.0,Naive,0.03390448031460445
6443,14,0.1,Randomized,0.03390448031460445
6444,14,0.0,Naive,0.0355704587429162
6445,14,0.1,Randomized,0.0355704587429162
6446,14,0.0,Naive,0.04853311149367997
6447,14,0.1,Randomized,0.04853311149367997
6448,14,0.0,Naive,0.041540897423411965
6449,14,0.1,Randomized,0.041540897423411965
6450,14,0.0,Naive,0.030009539151620773
6451,14,0.1,Randomized,0.030009539151620773
6452,14,0.0,Naive,0.034798566954601
6453,14,0.1,Randomized,0.034798566954601
6454,14,0.0,Naive,0.027234716176529342
6455,14,0.1,Randomized,0.027234716176529342
6456,14,0.0,Naive,0.046315873233584874
6457,14,0.1,Randomized,0.046315873233584874
6458,14,0.0,Naive,0.026890495487872163
6459,14,0.1,Randomized,0.026890495487872163
6460,14,0.0,Naive,0.03680868518684258
6461,14,0.1,Randomized,0.03680868518684258
6462,14,0.0,Naive,0.04456566315153716
6463,14,0.1,Randomized,0.04456566315153716
6464,14,0.0,Naive,0.03908731518316213
6465,14,0.1,Randomized,0.03908731518316213
6466,14,0.0,Naive,0.03153956201328925
6467,14,0.1,Randomized,0.03153956201328925
6468,14,0.0,Naive,0.022347103115364638
6469,14,0.1,Randomized,0.022347103115364638
6470,14,0.0,Naive,0.033114427209805494
6471,14,0.1,Randomized,0.033114427209805494
6472,14,0.0,Naive,0.046424464368279975
6473,14,0.1,Randomized,0.046424464368279975
6474,14,0.0,Naive,0.03000212767344127
6475,14,0.1,Randomized,0.03000212767344127
6476,14,0.0,Naive,0.040177401642781586
6477,14,0.1,Randomized,0.040177401642781586
6478,14,0.0,Naive,0.02519007607081687
6479,14,0.1,Randomized,0.02519007607081687
6480,14,0.0,Naive,0.023658683908039015
6481,14,0.1,Randomized,0.023658683908039015
6482,14,0.0,Naive,0.019176835761817116
6483,14,0.1,Randomized,0.019176835761817116
6484,14,0.0,Naive,0.04221838604385977
6485,14,0.1,Randomized,0.04221838604385977
6486,14,0.0,Naive,0.03965052338622978
6487,14,0.1,Randomized,0.03965052338622978
6488,14,0.0,Naive,0.036484849362695713
6489,14,0.1,Randomized,0.036484849362695713
6490,14,0.0,Naive,0.037028289513970414
6491,14,0.1,Randomized,0.037028289513970414
6492,14,0.0,Naive,0.03756723146013793
6493,14,0.1,Randomized,0.03756723146013793
6494,14,0.0,Naive,0.035422439122721645
6495,14,0.1,Randomized,0.035422439122721645
6496,14,0.0,Naive,0.03431486032790911
6497,14,0.1,Randomized,0.03431486032790911
6498,14,0.0,Naive,0.03968648975531024
6499,14,0.1,Randomized,0.03968648975531024
6500,14,0.0,Naive,0.041001403570754026
6501,14,0.1,Randomized,0.041001403570754026
6502,14,0.0,Naive,0.05584173990238598
6503,14,0.1,Randomized,0.05584173990238598
6504,14,0.0,Naive,0.0307172273646268
6505,14,0.1,Randomized,0.0307172273646268
6506,14,0.0,Naive,0.03368281097283638
6507,14,0.1,Randomized,0.03368281097283638
6508,14,0.0,Naive,0.029194066030295517
6509,14,0.1,Randomized,0.029194066030295517
6510,14,0.0,Naive,0.03665005903721803
6511,14,0.1,Randomized,0.03665005903721803
6512,14,0.0,Naive,0.03066475757097048
6513,14,0.1,Randomized,0.03066475757097048
6514,14,0.0,Naive,0.024274512973204772
6515,14,0.1,Randomized,0.024274512973204772
6516,14,0.0,Naive,0.03556959220309889
6517,14,0.1,Randomized,0.03556959220309889
6518,14,0.0,Naive,0.039487321060646924
6519,14,0.1,Randomized,0.039487321060646924
6520,14,0.0,Naive,0.021782191904618945
6521,14,0.1,Randomized,0.021782191904618945
6522,14,0.0,Naive,0.04461027924791321
6523,14,0.1,Randomized,0.04461027924791321
6524,14,0.0,Naive,0.02278708650320715
6525,14,0.1,Randomized,0.02278708650320715
6526,14,0.0,Naive,0.028247397903134075
6527,14,0.1,Randomized,0.028247397903134075
6528,14,0.0,Naive,0.03363405887078387
6529,14,0.1,Randomized,0.03363405887078387
6530,14,0.0,Naive,0.041417859338716605
6531,14,0.1,Randomized,0.041417859338716605
6532,14,0.0,Naive,0.04198962134351056
6533,14,0.1,Randomized,0.04198962134351056
6534,14,0.0,Naive,0.053992302616287964
6535,14,0.1,Randomized,0.053992302616287964
6536,14,0.0,Naive,0.0253414355079633
6537,14,0.1,Randomized,0.0253414355079633
6538,14,0.0,Naive,0.02982504711897004
6539,14,0.1,Randomized,0.02982504711897004
6540,14,0.0,Naive,0.04400465809824896
6541,14,0.1,Randomized,0.04400465809824896
6542,14,0.0,Naive,0.04213800929488036
6543,14,0.1,Randomized,0.04213800929488036
6544,14,0.0,Naive,0.025147598246245118
6545,14,0.1,Randomized,0.025147598246245118
6546,14,0.0,Naive,0.02650182103607933
6547,14,0.1,Randomized,0.02650182103607933
6548,14,0.0,Naive,0.03977791778614813
6549,14,0.1,Randomized,0.03977791778614813
6550,14,0.0,Naive,0.024705390042918027
6551,14,0.1,Randomized,0.024705390042918027
6552,14,0.0,Naive,0.041617368616531786
6553,14,0.1,Randomized,0.041617368616531786
6554,14,0.0,Naive,0.030051005995496368
6555,14,0.1,Randomized,0.030051005995496368
6556,14,0.0,Naive,0.0312948385144552
6557,14,0.1,Randomized,0.0312948385144552
6558,14,0.0,Naive,0.02850555548107395
6559,14,0.1,Randomized,0.02850555548107395
6560,14,0.0,Naive,0.032802280879373424
6561,14,0.1,Randomized,0.032802280879373424
6562,14,0.0,Naive,0.03556234055514462
6563,14,0.1,Randomized,0.03556234055514462
6564,14,0.0,Naive,0.03027460655475591
6565,14,0.1,Randomized,0.03027460655475591
6566,14,0.0,Naive,0.03677300216109428
6567,14,0.1,Randomized,0.03677300216109428
6568,14,0.0,Naive,0.0384916471022121
6569,14,0.1,Randomized,0.0384916471022121
6570,14,0.0,Naive,0.047528277125824976
6571,14,0.1,Randomized,0.047528277125824976
6572,14,0.0,Naive,0.030115444575834066
6573,14,0.1,Randomized,0.030115444575834066
6574,14,0.0,Naive,0.03285711393840911
6575,14,0.1,Randomized,0.03285711393840911
6576,14,0.0,Naive,0.02647832158279225
6577,14,0.1,Randomized,0.02647832158279225
6578,14,0.0,Naive,0.03531631445116485
6579,14,0.1,Randomized,0.03531631445116485
6580,14,0.0,Naive,0.04837352487070731
6581,14,0.1,Randomized,0.04837352487070731
6582,14,0.0,Naive,0.0348770441564081
6583,14,0.1,Randomized,0.0348770441564081
6584,14,0.0,Naive,0.039600439345995185
6585,14,0.1,Randomized,0.039600439345995185
6586,14,0.0,Naive,0.04134131764034019
6587,14,0.1,Randomized,0.04134131764034019
6588,14,0.0,Naive,0.03132746266155293
6589,14,0.1,Randomized,0.03132746266155293
6590,14,0.0,Naive,0.032964673541436756
6591,14,0.1,Randomized,0.032964673541436756
6592,14,0.0,Naive,0.04037743484471074
6593,14,0.1,Randomized,0.04037743484471074
6594,14,0.0,Naive,0.030427668408464576
6595,14,0.1,Randomized,0.030427668408464576
6596,14,0.0,Naive,0.01967606480733976
6597,14,0.1,Randomized,0.01967606480733976
6598,14,0.0,Naive,0.04559030866689486
6599,14,0.1,Randomized,0.04559030866689486
6600,14,0.0,Naive,0.028773375230375743
6601,14,0.1,Randomized,0.028773375230375743
6602,14,0.0,Naive,0.029587882409188086
6603,14,0.1,Randomized,0.029587882409188086
6604,14,0.0,Naive,0.03732785129164711
6605,14,0.1,Randomized,0.03732785129164711
6606,14,0.0,Naive,0.0353782107873371
6607,14,0.1,Randomized,0.0353782107873371
6608,14,0.0,Naive,0.03215570898596988
6609,14,0.1,Randomized,0.03215570898596988
6610,14,0.0,Naive,0.028479433981770743
6611,14,0.1,Randomized,0.028479433981770743
6612,14,0.0,Naive,0.026962573653121494
6613,14,0.1,Randomized,0.026962573653121494
6614,14,0.0,Naive,0.025278488672517193
6615,14,0.1,Randomized,0.025278488672517193
6616,14,0.0,Naive,0.036019916932392294
6617,14,0.1,Randomized,0.036019916932392294
6618,14,0.0,Naive,0.03638979040462994
6619,14,0.1,Randomized,0.03638979040462994
6620,14,0.0,Naive,0.028554045052418285
6621,14,0.1,Randomized,0.028554045052418285
6622,14,0.0,Naive,0.04370959123909782
6623,14,0.1,Randomized,0.04370959123909782
6624,14,0.0,Naive,0.047607775657508115
6625,14,0.1,Randomized,0.047607775657508115
6626,14,0.0,Naive,0.026715213914771777
6627,14,0.1,Randomized,0.026715213914771777
6628,14,0.0,Naive,0.03969623622917594
6629,14,0.1,Randomized,0.03969623622917594
6630,14,0.0,Naive,0.03269112364489081
6631,14,0.1,Randomized,0.03269112364489081
6632,14,0.0,Naive,0.04201030702536699
6633,14,0.1,Randomized,0.04201030702536699
6634,14,0.0,Naive,0.021752934803230862
6635,14,0.1,Randomized,0.021752934803230862
6636,14,0.0,Naive,0.03164130938970283
6637,14,0.1,Randomized,0.03164130938970283
6638,14,0.0,Naive,0.026063397800579056
6639,14,0.1,Randomized,0.026063397800579056
6640,14,0.0,Naive,0.043036643434041684
6641,14,0.1,Randomized,0.043036643434041684
6642,14,0.0,Naive,0.03015576211404029
6643,14,0.1,Randomized,0.03015576211404029
6644,14,0.0,Naive,0.032318320167224704
6645,14,0.1,Randomized,0.032318320167224704
6646,14,0.0,Naive,0.03502792176026833
6647,14,0.1,Randomized,0.03502792176026833
6648,14,0.0,Naive,0.030727767570019205
6649,14,0.1,Randomized,0.030727767570019205
6650,14,0.0,Naive,0.026944194591646143
6651,14,0.1,Randomized,0.026944194591646143
6652,14,0.0,Naive,0.02821638886639059
6653,14,0.1,Randomized,0.02821638886639059
6654,14,0.0,Naive,0.027475232005441625
6655,14,0.1,Randomized,0.027475232005441625
6656,14,0.0,Naive,0.024574841625250348
6657,14,0.1,Randomized,0.024574841625250348
6658,14,0.0,Naive,0.0350391112018393
6659,14,0.1,Randomized,0.0350391112018393
6660,14,0.0,Naive,0.045199151218996134
6661,14,0.1,Randomized,0.045199151218996134
6662,14,0.0,Naive,0.035147458780436625
6663,14,0.1,Randomized,0.035147458780436625
6664,14,0.0,Naive,0.045769370858509684
6665,14,0.1,Randomized,0.045769370858509684
6666,14,0.0,Naive,0.02736250219394712
6667,14,0.1,Randomized,0.02736250219394712
6668,14,0.0,Naive,0.05100363302286317
6669,14,0.1,Randomized,0.05100363302286317
6670,14,0.0,Naive,0.023033829800200748
6671,14,0.1,Randomized,0.023033829800200748
6672,14,0.0,Naive,0.03456166074429671
6673,14,0.1,Randomized,0.03456166074429671
6674,14,0.0,Naive,0.026736653625020868
6675,14,0.1,Randomized,0.026736653625020868
6676,14,0.0,Naive,0.023560334581268036
6677,14,0.1,Randomized,0.023560334581268036
6678,14,0.0,Naive,0.04130555379912595
6679,14,0.1,Randomized,0.04130555379912595
6680,14,0.0,Naive,0.038854447480281794
6681,14,0.1,Randomized,0.038854447480281794
6682,14,0.0,Naive,0.021267789658713378
6683,14,0.1,Randomized,0.021267789658713378
6684,14,0.0,Naive,0.0297496080915344
6685,14,0.1,Randomized,0.0297496080915344
6686,14,0.0,Naive,0.028517415853871554
6687,14,0.1,Randomized,0.028517415853871554
6688,14,0.0,Naive,0.03836368566699816
6689,14,0.1,Randomized,0.03836368566699816
6690,14,0.0,Naive,0.0301961044373789
6691,14,0.1,Randomized,0.0301961044373789
6692,14,0.0,Naive,0.03160641680904133
6693,14,0.1,Randomized,0.03160641680904133
6694,14,0.0,Naive,0.043136549656114624
6695,14,0.1,Randomized,0.043136549656114624
6696,14,0.0,Naive,0.026832658088640514
6697,14,0.1,Randomized,0.026832658088640514
6698,14,0.0,Naive,0.04892809853690487
6699,14,0.1,Randomized,0.04892809853690487
6700,14,0.0,Naive,0.03430683993769643
6701,14,0.1,Randomized,0.03430683993769643
6702,14,0.0,Naive,0.02940012974816144
6703,14,0.1,Randomized,0.02940012974816144
6704,14,0.0,Naive,0.03719964490803035
6705,14,0.1,Randomized,0.03719964490803035
6706,14,0.0,Naive,0.04243741733199849
6707,14,0.1,Randomized,0.04243741733199849
6708,14,0.0,Naive,0.03793551252227461
6709,14,0.1,Randomized,0.03793551252227461
6710,14,0.0,Naive,0.029101682318030467
6711,14,0.1,Randomized,0.029101682318030467
6712,14,0.0,Naive,0.040081978030736085
6713,14,0.1,Randomized,0.040081978030736085
6714,14,0.0,Naive,0.039677547170638976
6715,14,0.1,Randomized,0.039677547170638976
6716,14,0.0,Naive,0.03131392359325177
6717,14,0.1,Randomized,0.03131392359325177
6718,14,0.0,Naive,0.0327697869624523
6719,14,0.1,Randomized,0.0327697869624523
6720,14,0.0,Naive,0.04197432764297146
6721,14,0.1,Randomized,0.04197432764297146
6722,14,0.0,Naive,0.023032471671682927
6723,14,0.1,Randomized,0.023032471671682927
6724,14,0.0,Naive,0.036570705959968794
6725,14,0.1,Randomized,0.036570705959968794
6726,14,0.0,Naive,0.04024544538534048
6727,14,0.1,Randomized,0.04024544538534048
6728,14,0.0,Naive,0.03264488719771145
6729,14,0.1,Randomized,0.03264488719771145
6730,14,0.0,Naive,0.035632621315400556
6731,14,0.1,Randomized,0.035632621315400556
6732,14,0.0,Naive,0.02798449575433401
6733,14,0.1,Randomized,0.02798449575433401
6734,14,0.0,Naive,0.035061997332028444
6735,14,0.1,Randomized,0.035061997332028444
6736,14,0.0,Naive,0.04516990876929997
6737,14,0.1,Randomized,0.04516990876929997
6738,14,0.0,Naive,0.04287185183991662
6739,14,0.1,Randomized,0.04287185183991662
6740,14,0.0,Naive,0.037222850255993346
6741,14,0.1,Randomized,0.037222850255993346
6742,14,0.0,Naive,0.04718410772406072
6743,14,0.1,Randomized,0.04718410772406072
6744,14,0.0,Naive,0.03575607859734943
6745,14,0.1,Randomized,0.03575607859734943
6746,14,0.0,Naive,0.03389981823501543
6747,14,0.1,Randomized,0.03389981823501543
6748,14,0.0,Naive,0.040239712967042277
6749,14,0.1,Randomized,0.040239712967042277
6750,14,0.0,Naive,0.029780474576550437
6751,14,0.1,Randomized,0.029780474576550437
6752,14,0.0,Naive,0.026317778050241533
6753,14,0.1,Randomized,0.026317778050241533
6754,14,0.0,Naive,0.0328919401024681
6755,14,0.1,Randomized,0.0328919401024681
6756,14,0.0,Naive,0.034307478236277854
6757,14,0.1,Randomized,0.034307478236277854
6758,14,0.0,Naive,0.044554404850176185
6759,14,0.1,Randomized,0.044554404850176185
6760,14,0.0,Naive,0.027719042015416986
6761,14,0.1,Randomized,0.027719042015416986
6762,14,0.0,Naive,0.049110680367293304
6763,14,0.1,Randomized,0.049110680367293304
6764,14,0.0,Naive,0.03897584210816665
6765,14,0.1,Randomized,0.03897584210816665
6766,14,0.0,Naive,0.03870743225255977
6767,14,0.1,Randomized,0.03870743225255977
6768,14,0.0,Naive,0.040661549762367466
6769,14,0.1,Randomized,0.040661549762367466
6770,14,0.0,Naive,0.035879343376395395
6771,14,0.1,Randomized,0.035879343376395395
6772,14,0.0,Naive,0.041371233667389054
6773,14,0.1,Randomized,0.041371233667389054
6774,14,0.0,Naive,0.02384527004805832
6775,14,0.1,Randomized,0.02384527004805832
6776,14,0.0,Naive,0.037217066335435235
6777,14,0.1,Randomized,0.037217066335435235
6778,14,0.0,Naive,0.04084123175477397
6779,14,0.1,Randomized,0.04084123175477397
6780,14,0.0,Naive,0.02827691801025
6781,14,0.1,Randomized,0.02827691801025
6782,14,0.0,Naive,0.05271170176301179
6783,14,0.1,Randomized,0.05271170176301179
6784,14,0.0,Naive,0.03133203676608556
6785,14,0.1,Randomized,0.03133203676608556
6786,14,0.0,Naive,0.04069244762016112
6787,14,0.1,Randomized,0.04069244762016112
6788,14,0.0,Naive,0.03582655397594185
6789,14,0.1,Randomized,0.03582655397594185
6790,14,0.0,Naive,0.019239569911221836
6791,14,0.1,Randomized,0.019239569911221836
6792,14,0.0,Naive,0.03628163782037833
6793,14,0.1,Randomized,0.03628163782037833
6794,14,0.0,Naive,0.0333913583978853
6795,14,0.1,Randomized,0.0333913583978853
6796,14,0.0,Naive,0.0572864478343885
6797,14,0.1,Randomized,0.0572864478343885
6798,14,0.0,Naive,0.036228900736264974
6799,14,0.1,Randomized,0.036228900736264974
6800,14,0.0,Naive,0.03507630422145041
6801,14,0.1,Randomized,0.03507630422145041
6802,14,0.0,Naive,0.03157002535246944
6803,14,0.1,Randomized,0.03157002535246944
6804,14,0.0,Naive,0.045170070911942674
6805,14,0.1,Randomized,0.045170070911942674
6806,14,0.0,Naive,0.03032266335362029
6807,14,0.1,Randomized,0.03032266335362029
6808,14,0.0,Naive,0.0287324580166393
6809,14,0.1,Randomized,0.0287324580166393
6810,14,0.0,Naive,0.031908832578400985
6811,14,0.1,Randomized,0.031908832578400985
6812,14,0.0,Naive,0.0456064536892014
6813,14,0.1,Randomized,0.0456064536892014
6814,14,0.0,Naive,0.03460854317265864
6815,14,0.1,Randomized,0.03460854317265864
6816,14,0.0,Naive,0.040548762412059534
6817,14,0.1,Randomized,0.040548762412059534
6818,14,0.0,Naive,0.026142179111917057
6819,14,0.1,Randomized,0.026142179111917057
6820,14,0.0,Naive,0.018049884146584615
6821,14,0.1,Randomized,0.018049884146584615
6822,14,0.0,Naive,0.022219978291210703
6823,14,0.1,Randomized,0.022219978291210703
6824,14,0.0,Naive,0.0225565240433772
6825,14,0.1,Randomized,0.0225565240433772
6826,14,0.0,Naive,0.050290665962277305
6827,14,0.1,Randomized,0.050290665962277305
6828,14,0.0,Naive,0.02799235070383786
6829,14,0.1,Randomized,0.02799235070383786
6830,14,0.0,Naive,0.03245004159269171
